date,open,close,sma5,km_signal,km_action,km_shares,lstm_signal,lstm_action,lstm_shares,lgbm_signal,lgbm_action,lgbm_shares,ppo_signal,ppo_action,ppo_shares,tfm_signal,tfm_action,tfm_shares,uv_signal,uv_action,uv_shares,td3_signal,td3_action,td3_shares
2022-10-19,3.15,3.11,3.14,strong_sell,hold,,mild_buy,hold,,mild_sell,sell,700,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2022-10-20,3.1,3.09,3.14,strong_sell,hold,,mild_buy,buy,16300,mild_buy,sell,400,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,buy,28200
2022-10-21,3.09,3.08,3.12,strong_sell,hold,,mild_buy,buy,8100,mild_buy,buy,11200,strong_buy,hold,,hold,hold,,buy,buy,23500,strong_buy,hold,
2022-10-24,3.09,3.03,3.09,strong_sell,hold,,mild_buy,buy,4100,strong_sell,buy,5600,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2022-10-25,3.02,3.0,3.06,strong_sell,hold,,mild_sell,buy,2100,strong_sell,sell,17200,hold,hold,,hold,buy,15100,sell,hold,,strong_buy,hold,
2022-10-26,2.99,3.01,3.04,strong_sell,hold,,mild_sell,sell,15300,mild_buy,hold,,strong_buy,hold,,mild_sell,hold,,sell,sell,23500,strong_buy,hold,
2022-10-27,3.01,3.03,3.03,strong_sell,hold,,mild_sell,sell,7700,mild_sell,buy,11500,strong_buy,hold,,mild_sell,sell,7500,sell,hold,,strong_buy,hold,
2022-10-28,3.02,2.95,3.0,strong_sell,hold,,mild_sell,sell,3800,strong_sell,sell,5700,hold,hold,,strong_buy,sell,3800,sell,hold,,strong_buy,hold,
2022-10-31,2.89,2.98,2.99,strong_sell,hold,,mild_sell,sell,1900,strong_sell,sell,5800,hold,hold,,strong_sell,buy,27600,sell,hold,,strong_buy,hold,
2022-11-01,2.98,3.03,3.0,strong_sell,hold,,mild_sell,sell,1000,mild_sell,hold,,hold,hold,,strong_sell,sell,31400,sell,hold,,strong_buy,hold,
2022-11-02,3.03,3.11,3.02,mild_buy,hold,,mild_sell,sell,500,mild_buy,hold,,hold,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2022-11-03,3.1,3.09,3.03,mild_buy,hold,,mild_sell,sell,200,mild_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,sell,28200
2022-11-04,3.08,3.13,3.07,mild_buy,hold,,mild_sell,sell,100,strong_buy,hold,,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_sell,hold,
2022-11-07,3.12,3.14,3.1,mild_buy,hold,,mild_sell,sell,100,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2022-11-08,3.14,3.12,3.12,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2022-11-09,3.13,3.13,3.12,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2022-11-10,3.11,3.16,3.14,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,mild_sell,hold,,disagree,hold,,strong_sell,hold,
2022-11-11,3.23,3.17,3.14,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-14,3.19,3.18,3.15,mild_buy,hold,,mild_sell,hold,,strong_sell,hold,,hold,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-15,3.19,3.18,3.16,mild_buy,hold,,mild_sell,hold,,strong_sell,hold,,hold,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-16,3.18,3.23,3.18,hold,hold,,mild_sell,hold,,mild_sell,hold,,hold,hold,,strong_sell,hold,,sell,hold,,strong_sell,hold,
2022-11-17,3.23,3.23,3.2,mild_buy,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-18,3.23,3.22,3.21,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,hold,hold,
2022-11-21,3.21,3.16,3.2,mild_buy,hold,,hold,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,buy,hold,,mild_sell,hold,
2022-11-22,3.17,3.15,3.2,mild_buy,buy,17800,mild_buy,hold,,mild_sell,buy,10800,strong_buy,hold,,hold,buy,29500,buy,buy,22200,strong_sell,hold,
2022-11-23,3.14,3.13,3.18,strong_sell,buy,9000,mild_buy,buy,15600,mild_sell,sell,5400,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-24,3.12,3.1,3.15,strong_sell,sell,26800,mild_buy,buy,7800,mild_sell,sell,2700,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-11-25,3.1,3.19,3.15,mild_buy,hold,,mild_buy,buy,3900,mild_buy,sell,1300,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,hold,
2022-11-28,3.15,3.16,3.15,mild_buy,hold,,mild_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_buy,sell,29500,buy,hold,,strong_sell,hold,
2022-11-29,3.17,3.25,3.17,hold,hold,,mild_buy,hold,,hold,sell,1400,hold,hold,,strong_sell,hold,,hold,hold,,strong_sell,hold,
2022-11-30,3.26,3.26,3.19,mild_buy,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2022-12-01,3.32,3.3,3.23,hold,hold,,mild_buy,hold,,mild_sell,hold,,hold,hold,,mild_sell,hold,,disagree,hold,,strong_sell,hold,
2022-12-02,3.3,3.31,3.26,mild_buy,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2022-12-05,3.35,3.36,3.3,mild_sell,hold,,mild_sell,sell,13700,mild_sell,hold,,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2022-12-06,3.37,3.7,3.39,hold,hold,,strong_buy,sell,6800,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,sell,sell,11100,strong_sell,hold,
2022-12-07,3.91,3.85,3.5,hold,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,sell,24500,strong_sell,hold,,sell,sell,11100,strong_sell,hold,
2022-12-08,3.74,3.87,3.62,hold,hold,,strong_sell,sell,6900,strong_sell,hold,,strong_sell,hold,,hold,hold,,sell,hold,,strong_sell,hold,
2022-12-09,3.78,3.72,3.7,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,sell,hold,,strong_sell,hold,
2022-12-12,3.73,3.62,3.75,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,strong_buy,hold,,sell,hold,,strong_sell,hold,
2022-12-13,3.59,3.64,3.74,mild_sell,hold,,strong_sell,hold,,hold,hold,,strong_buy,buy,26600,mild_sell,buy,25800,sell,hold,,strong_sell,hold,
2022-12-14,3.6,3.69,3.71,mild_sell,hold,,strong_sell,hold,,strong_sell,hold,,strong_buy,hold,,mild_sell,sell,12900,sell,hold,,strong_sell,hold,
2022-12-15,3.73,3.64,3.66,mild_sell,hold,,strong_sell,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,sell,6400,buy,hold,,hold,hold,
2022-12-16,3.6,3.67,3.65,mild_sell,hold,,mild_buy,hold,,strong_buy,buy,9500,strong_buy,hold,,mild_sell,buy,9700,buy,buy,22400,mild_buy,hold,
2022-12-19,3.65,3.55,3.64,mild_buy,hold,,mild_buy,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,sell,8100,buy,hold,,strong_sell,hold,
2022-12-20,3.52,3.49,3.61,mild_buy,buy,15900,strong_buy,buy,15200,strong_buy,buy,4800,strong_buy,hold,,mild_buy,buy,18400,buy,hold,,strong_buy,hold,
2022-12-21,3.48,3.55,3.58,mild_buy,buy,8000,strong_buy,buy,15400,strong_buy,buy,4900,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_buy,buy,25100
2022-12-22,3.55,3.58,3.57,mild_buy,buy,3900,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_sell,sell,26500,buy,hold,,strong_buy,hold,
2022-12-23,3.54,3.54,3.54,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-12-26,3.55,3.54,3.54,mild_buy,buy,2000,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,buy,13200,buy,hold,,strong_sell,hold,
2022-12-27,3.55,3.69,3.58,mild_buy,hold,,strong_buy,hold,,strong_sell,sell,19200,strong_buy,hold,,strong_sell,hold,,buy,hold,,strong_sell,sell,25100
2022-12-28,3.62,3.59,3.59,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,sell,13200,buy,hold,,strong_buy,hold,
2022-12-29,3.59,3.56,3.58,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2022-12-30,3.56,3.65,3.61,mild_buy,buy,1000,strong_buy,hold,,strong_buy,buy,19200,strong_buy,hold,,strong_sell,buy,13300,buy,hold,,strong_buy,buy,25000
2023-01-03,3.65,3.59,3.62,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,hold,,strong_buy,sell,13300,buy,hold,,strong_buy,hold,
2023-01-04,3.57,3.57,3.59,mild_buy,buy,500,strong_buy,hold,,mild_buy,hold,,strong_buy,hold,,hold,buy,26900,buy,hold,,strong_sell,hold,
2023-01-05,3.59,3.53,3.58,mild_buy,buy,200,strong_buy,hold,,hold,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,mild_sell,sell,25000
2023-01-06,3.51,3.47,3.56,strong_sell,buy,100,strong_buy,hold,,hold,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2023-01-09,3.47,3.46,3.52,strong_sell,sell,31600,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2023-01-10,3.47,3.53,3.51,mild_buy,hold,,strong_buy,hold,,hold,sell,19200,strong_buy,hold,,strong_sell,hold,,buy,hold,,hold,hold,
2023-01-11,3.52,3.48,3.49,strong_sell,hold,,strong_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_buy,sell,26900,buy,hold,,strong_sell,hold,
2023-01-12,3.46,3.39,3.47,strong_sell,hold,,strong_buy,hold,,mild_sell,hold,,strong_buy,hold,,strong_buy,buy,13700,buy,hold,,strong_buy,hold,
2023-01-13,3.39,3.45,3.46,strong_sell,hold,,strong_sell,hold,,hold,hold,,strong_buy,hold,,strong_sell,buy,14000,sell,hold,,hold,buy,26400
2023-01-16,3.47,3.53,3.48,mild_buy,hold,,hold,sell,30600,mild_sell,hold,,strong_buy,hold,,strong_sell,sell,27700,disagree,sell,22400,strong_buy,hold,
2023-01-17,3.53,3.46,3.46,strong_sell,hold,,mild_sell,hold,,hold,hold,,strong_buy,hold,,strong_buy,hold,,disagree,hold,,hold,hold,
2023-01-18,3.47,3.44,3.45,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,buy,27600,disagree,hold,,strong_buy,hold,
2023-01-19,3.43,3.43,3.46,strong_sell,hold,,mild_buy,hold,,hold,buy,9700,strong_buy,hold,,hold,hold,,disagree,hold,,hold,hold,
2023-01-20,3.43,3.48,3.47,strong_sell,hold,,mild_buy,buy,15400,hold,hold,,strong_buy,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2023-01-30,3.52,3.46,3.45,strong_sell,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,hold,sell,27600,disagree,hold,,hold,sell,26400
2023-01-31,3.41,3.51,3.46,mild_buy,hold,,mild_buy,hold,,strong_sell,hold,,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_sell,hold,
2023-02-01,3.5,3.55,3.49,mild_buy,hold,,mild_buy,hold,,strong_buy,sell,9700,strong_buy,hold,,mild_sell,hold,,buy,hold,,strong_sell,hold,
2023-02-02,3.55,3.56,3.51,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2023-02-03,3.56,3.52,3.52,mild_buy,hold,,mild_sell,sell,7700,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2023-02-06,3.52,3.52,3.53,mild_buy,buy,15700,mild_buy,sell,3800,mild_sell,buy,9500,strong_buy,hold,,hold,buy,13800,buy,buy,22100,strong_sell,hold,
2023-02-07,3.52,3.51,3.53,mild_buy,buy,7800,mild_buy,buy,13300,mild_buy,sell,4700,strong_buy,hold,,hold,hold,,buy,hold,,mild_sell,hold,
2023-02-08,3.5,3.57,3.54,mild_buy,buy,3900,mild_buy,buy,6700,strong_buy,buy,7100,hold,hold,,strong_sell,hold,,buy,hold,,strong_sell,hold,
2023-02-09,3.56,3.56,3.54,mild_buy,hold,,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,sell,13800,buy,hold,,strong_sell,hold,
2023-02-10,3.56,3.56,3.54,mild_buy,hold,,mild_buy,hold,,mild_buy,sell,5900,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,hold,
2023-02-13,3.54,3.54,3.55,mild_buy,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,hold,hold,,buy,hold,,hold,hold,
2023-02-14,3.5,3.5,3.55,strong_sell,buy,2000,mild_buy,buy,3400,hold,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,hold,hold,
2023-02-15,3.5,3.5,3.53,strong_sell,sell,29400,mild_buy,buy,1700,hold,hold,,strong_buy,hold,,hold,buy,13900,disagree,hold,,hold,hold,
2023-02-16,3.5,3.46,3.51,strong_sell,hold,,mild_buy,buy,800,hold,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-02-17,3.44,3.46,3.49,strong_sell,hold,,mild_buy,buy,400,strong_buy,hold,,strong_buy,hold,,hold,buy,7100,buy,hold,,strong_buy,buy,27000
2023-02-20,3.46,3.49,3.48,strong_sell,hold,,mild_sell,buy,200,mild_sell,buy,13400,strong_buy,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2023-02-21,3.5,3.48,3.48,strong_sell,hold,,mild_buy,sell,15200,hold,sell,9700,strong_buy,hold,,hold,sell,10500,disagree,sell,22100,mild_buy,sell,27000
2023-02-22,3.47,3.47,3.47,strong_sell,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-02-23,3.46,3.47,3.47,strong_sell,hold,,mild_buy,buy,7800,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,buy,27300
2023-02-24,3.47,3.45,3.47,strong_sell,hold,,mild_buy,buy,3900,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-02-27,3.45,3.4,3.45,strong_sell,hold,,mild_buy,buy,1900,hold,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-02-28,3.41,3.43,3.44,strong_sell,hold,,mild_buy,buy,1000,hold,hold,,strong_buy,hold,,mild_sell,buy,9000,disagree,hold,,strong_buy,hold,
2023-03-01,3.43,3.44,3.44,strong_sell,hold,,mild_buy,buy,500,hold,hold,,strong_buy,hold,,hold,sell,9700,disagree,hold,,strong_buy,hold,
2023-03-02,3.45,3.44,3.43,strong_sell,hold,,mild_buy,hold,,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,hold,
2023-03-03,3.44,3.47,3.44,strong_sell,hold,,mild_buy,hold,,mild_sell,hold,,hold,hold,,mild_sell,hold,,sell,hold,,strong_sell,hold,
2023-03-06,3.47,3.5,3.46,mild_buy,hold,,mild_buy,hold,,mild_buy,sell,4800,hold,hold,,hold,sell,4900,buy,hold,,strong_buy,sell,27300
2023-03-07,3.5,3.42,3.45,strong_sell,hold,,mild_buy,hold,,mild_buy,hold,,hold,hold,,strong_buy,hold,,buy,hold,,strong_buy,hold,
2023-03-08,3.42,3.42,3.45,strong_sell,hold,,mild_buy,buy,200,hold,buy,7400,strong_buy,hold,,hold,buy,23600,disagree,buy,22500,strong_buy,buy,27700
2023-03-09,3.42,3.41,3.44,strong_sell,hold,,mild_buy,buy,100,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-03-10,3.4,3.36,3.42,strong_sell,hold,,mild_buy,buy,100,strong_sell,hold,,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-03-13,3.55,3.49,3.42,hold,hold,,mild_buy,hold,,strong_buy,sell,12300,hold,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2023-03-14,3.47,3.46,3.43,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,hold,hold,,mild_buy,sell,28500,buy,hold,,strong_sell,sell,27700
2023-03-15,3.45,3.43,3.43,strong_sell,hold,,strong_buy,hold,,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,mild_buy,hold,
2023-03-16,3.42,3.42,3.43,strong_sell,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-03-17,3.44,3.42,3.44,strong_sell,hold,,mild_sell,sell,15300,hold,buy,10000,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,buy,27900
2023-03-20,3.41,3.3,3.41,strong_sell,hold,,mild_sell,sell,7700,strong_sell,hold,,hold,hold,,strong_buy,hold,,sell,hold,,strong_buy,hold,
2023-03-21,3.3,3.3,3.37,strong_sell,hold,,mild_sell,sell,3800,mild_buy,sell,10000,hold,hold,,hold,buy,30000,disagree,sell,22500,strong_buy,hold,
2023-03-22,3.31,3.28,3.34,strong_sell,hold,,mild_sell,sell,1900,mild_buy,buy,10100,hold,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-03-23,3.27,3.32,3.32,strong_sell,hold,,mild_sell,sell,1000,hold,buy,5200,hold,hold,,mild_sell,hold,,sell,hold,,strong_buy,hold,
2023-03-24,3.31,3.31,3.3,strong_sell,hold,,mild_sell,sell,500,hold,hold,,strong_buy,hold,,hold,sell,15000,disagree,hold,,mild_sell,hold,
2023-03-27,3.32,3.31,3.3,strong_sell,hold,,mild_sell,sell,200,mild_sell,hold,,strong_buy,hold,,hold,hold,,sell,hold,,strong_buy,sell,13900
2023-03-28,3.31,3.32,3.31,strong_sell,hold,,mild_sell,sell,100,hold,sell,7600,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-03-29,3.34,3.29,3.31,strong_sell,hold,,mild_sell,sell,100,strong_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2023-03-30,3.3,3.33,3.31,strong_sell,hold,,mild_sell,hold,,hold,buy,12700,strong_buy,hold,,mild_sell,buy,7500,sell,buy,22500,strong_buy,buy,13900
2023-03-31,3.35,3.44,3.34,hold,hold,,mild_buy,hold,,hold,hold,,hold,hold,,strong_sell,sell,11200,hold,sell,22500,strong_sell,hold,
2023-04-03,3.42,3.47,3.37,hold,hold,,mild_sell,hold,,mild_buy,hold,,hold,hold,,mild_sell,sell,11300,disagree,hold,,strong_sell,sell,27900
2023-04-04,3.46,3.45,3.4,mild_buy,hold,,mild_sell,hold,,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2023-04-06,3.44,3.4,3.42,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2023-04-07,3.39,3.39,3.43,mild_buy,buy,16200,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,buy,14900,disagree,buy,22200,strong_sell,hold,
2023-04-10,3.38,3.33,3.41,strong_sell,buy,8100,mild_sell,hold,,hold,sell,10200,strong_buy,hold,,mild_buy,hold,,disagree,hold,,strong_sell,hold,
2023-04-11,3.33,3.31,3.38,strong_sell,sell,24300,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,hold,buy,7500,disagree,hold,,strong_buy,hold,
2023-04-12,3.31,3.33,3.35,strong_sell,hold,,mild_buy,hold,,mild_sell,buy,5200,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,buy,28800
2023-04-13,3.33,3.37,3.35,mild_buy,hold,,mild_buy,buy,15600,mild_buy,sell,7700,strong_buy,hold,,mild_sell,hold,,buy,hold,,mild_sell,sell,28800
2023-04-14,3.36,3.32,3.33,strong_sell,hold,,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,sell,11200,buy,hold,,strong_sell,hold,
2023-04-17,3.31,3.32,3.33,strong_sell,hold,,mild_buy,buy,7900,hold,sell,3800,strong_buy,hold,,hold,buy,9500,disagree,hold,,hold,hold,
2023-04-18,3.32,3.33,3.33,strong_sell,hold,,mild_buy,buy,3900,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,mild_buy,hold,
2023-04-19,3.33,3.3,3.33,strong_sell,hold,,mild_buy,buy,2000,hold,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,buy,14400
2023-04-20,3.3,3.28,3.31,strong_sell,hold,,mild_buy,buy,1000,mild_sell,hold,,strong_buy,hold,,mild_buy,buy,4800,buy,hold,,mild_sell,buy,14500
2023-04-21,3.27,3.24,3.29,strong_sell,hold,,mild_buy,buy,500,mild_buy,sell,1900,hold,hold,,mild_buy,buy,2400,buy,hold,,strong_buy,sell,14400
2023-04-24,3.24,3.18,3.27,strong_sell,hold,,mild_buy,buy,200,mild_buy,buy,9500,hold,hold,,mild_buy,buy,1200,buy,hold,,strong_buy,buy,14600
2023-04-25,3.19,3.15,3.23,strong_sell,hold,,mild_sell,buy,100,mild_buy,buy,4800,hold,hold,,hold,buy,600,disagree,hold,,strong_buy,hold,
2023-04-26,3.14,3.21,3.21,strong_sell,hold,,mild_sell,sell,15600,mild_buy,buy,2500,strong_buy,hold,,strong_sell,hold,,sell,hold,,strong_buy,hold,
2023-04-27,3.22,3.23,3.2,strong_sell,hold,,mild_sell,sell,7800,mild_sell,buy,1200,strong_buy,hold,,mild_sell,sell,29700,sell,sell,22200,mild_buy,hold,
2023-04-28,3.24,3.42,3.24,hold,hold,,mild_sell,sell,3900,strong_buy,sell,10000,hold,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2023-05-04,3.37,3.34,3.27,mild_buy,hold,,mild_sell,sell,2000,strong_buy,hold,,hold,hold,,strong_buy,hold,,buy,hold,,strong_sell,sell,29100
2023-05-05,3.35,3.4,3.32,mild_buy,hold,,mild_sell,sell,1000,strong_buy,hold,,hold,hold,,strong_sell,hold,,disagree,hold,,strong_sell,hold,
2023-05-08,3.4,3.4,3.36,mild_buy,hold,,mild_sell,sell,500,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2023-05-09,3.38,3.38,3.39,mild_buy,hold,,mild_sell,sell,200,strong_buy,hold,,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2023-05-10,3.38,3.33,3.37,mild_buy,buy,16000,mild_sell,sell,100,mild_buy,buy,10700,strong_buy,hold,,mild_buy,hold,,buy,buy,21200,strong_sell,hold,
2023-05-11,3.36,3.44,3.39,hold,buy,8100,mild_sell,sell,100,strong_sell,hold,,hold,hold,,strong_sell,buy,14500,sell,hold,,strong_sell,hold,
2023-05-12,3.42,3.41,3.39,mild_buy,hold,,mild_sell,hold,,strong_buy,sell,20700,strong_buy,hold,,hold,sell,14500,buy,sell,21200,strong_sell,hold,
2023-05-15,3.4,3.4,3.39,mild_buy,hold,,mild_sell,hold,,mild_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
2023-05-16,3.4,3.35,3.39,mild_buy,hold,,mild_sell,hold,,mild_buy,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,hold,
2023-05-17,3.34,3.34,3.39,mild_buy,buy,4000,mild_buy,hold,,mild_sell,buy,10600,strong_buy,hold,,hold,buy,14700,buy,buy,21700,strong_sell,hold,
2023-05-18,3.34,3.32,3.36,mild_buy,buy,2000,mild_buy,buy,15000,mild_sell,sell,5300,strong_buy,hold,,hold,hold,,buy,hold,,strong_sell,hold,
2023-05-19,3.31,3.26,3.33,strong_sell,buy,1000,mild_buy,buy,7600,mild_buy,sell,2600,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_buy,hold,
2023-05-22,3.27,3.27,3.31,strong_sell,sell,31100,mild_buy,buy,3800,mild_sell,buy,9400,strong_buy,hold,,hold,buy,7500,disagree,hold,,strong_sell,buy,29900
2023-05-23,3.28,3.25,3.29,strong_sell,hold,,mild_buy,buy,1900,mild_buy,sell,6000,strong_buy,hold,,hold,hold,,buy,hold,,strong_buy,sell,29900
2023-05-24,3.25,3.18,3.26,strong_sell,hold,,mild_buy,buy,1000,strong_sell,buy,7800,hold,hold,,strong_buy,hold,,disagree,hold,,strong_buy,buy,30200
2023-05-25,3.18,3.18,3.23,strong_sell,hold,,mild_sell,buy,500,mild_sell,sell,13900,strong_buy,hold,,hold,buy,7800,sell,hold,,strong_buy,hold,
2023-05-26,3.17,3.2,3.22,strong_sell,hold,,mild_sell,sell,14900,mild_sell,hold,,strong_buy,buy,100,hold,hold,,sell,sell,21700,strong_buy,hold,
2023-05-29,3.2,3.17,3.2,strong_sell,hold,,mild_sell,sell,7500,hold,hold,,strong_buy,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-05-30,3.17,3.2,3.19,strong_sell,hold,,mild_sell,sell,3700,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-05-31,3.19,3.21,3.19,strong_sell,hold,,mild_sell,sell,1900,mild_buy,hold,,hold,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-06-01,3.21,3.2,3.2,strong_sell,hold,,mild_sell,sell,900,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-06-02,3.2,3.22,3.2,strong_sell,hold,,mild_sell,sell,500,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_buy,hold,
2023-06-05,3.22,3.24,3.21,strong_sell,hold,,mild_sell,sell,200,hold,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,hold,hold,
2023-06-06,3.23,3.2,3.21,strong_sell,hold,,mild_sell,sell,100,hold,hold,,strong_buy,hold,,mild_buy,hold,,disagree,hold,,strong_buy,hold,
2023-06-07,3.2,3.25,3.22,mild_buy,hold,,mild_buy,sell,100,mild_buy,hold,,hold,hold,,mild_sell,hold,,buy,hold,,mild_sell,hold,
2023-06-08,3.26,3.25,3.23,mild_buy,hold,,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,hold,sell,15000,buy,hold,,strong_sell,sell,15100
2023-06-09,3.25,3.22,3.23,strong_sell,hold,,mild_buy,hold,,mild_sell,hold,,strong_buy,hold,,mild_buy,hold,,buy,hold,,strong_sell,sell,15100
2023-06-12,3.21,3.21,3.23,strong_sell,hold,,mild_buy,buy,15000,mild_sell,hold,,strong_buy,hold,,hold,buy,7600,disagree,buy,21400,strong_sell,hold,
2023-06-13,3.2,3.22,3.23,strong_sell,hold,,mild_buy,buy,7500,mild_sell,hold,,strong_buy,hold,,hold,hold,,disagree,hold,,strong_sell,hold,
