gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2025-07-02 17:31:39,Goldman Sachs,Buy,Buy,main,Raises,310.0,270.0
2025-07-09 14:48:35,UBS,Sell,Sell,main,Raises,195.0,170.0
2025-07-16 14:46:53,Stifel,Buy,Buy,main,Raises,310.0,290.0
2025-07-17 13:48:07,RBC Capital,Outperform,Outperform,main,Raises,315.0,285.0
2025-07-18 11:04:53,BMO Capital,Market Perform,Market Perform,main,Raises,300.0,260.0
2025-07-24 12:36:29,B of A Securities,Buy,Buy,main,Lowers,310.0,320.0
2025-07-24 14:22:54,JP Morgan,Neutral,Neutral,main,Raises,290.0,244.0
2025-07-24 14:54:34,UBS,Sell,Sell,main,Raises,200.0,195.0
2025-09-16 13:50:44,Bernstein,Market Perform,,init,Announces,280.0,0.0
2025-10-15 13:03:01,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,256.0,253.0
2025-10-16 13:48:49,RBC Capital,Outperform,Outperform,reit,Maintains,315.0,315.0
2025-10-21 11:21:50,Jefferies,Hold,Hold,main,Raises,300.0,280.0
2025-10-23 11:14:09,B of A Securities,Buy,Buy,main,Raises,315.0,310.0
2025-10-23 12:27:56,BMO Capital,Market Perform,Market Perform,main,Raises,305.0,300.0
2025-10-23 13:30:32,RBC Capital,Outperform,Outperform,main,Lowers,300.0,315.0
2025-10-23 13:39:17,Stifel,Buy,Buy,main,Lowers,295.0,310.0
2025-10-23 17:55:14,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,252.0,256.0
2025-10-23 21:19:04,UBS,Sell,Sell,main,Raises,210.0,200.0
2025-11-21 12:25:01,Oppenheimer,Outperform,,init,Announces,360.0,0.0
2025-12-09 13:57:41,Stifel,Buy,Buy,main,Raises,325.0,295.0
2026-01-05 12:17:38,Jefferies,Buy,Hold,up,Raises,360.0,300.0
2026-01-05 14:30:49,RBC Capital,Outperform,Outperform,main,Raises,350.0,300.0
2026-01-13 12:48:34,B of A Securities,Buy,Buy,main,Raises,335.0,315.0
2026-01-20 12:25:22,Evercore ISI Group,Outperform,Outperform,main,Raises,330.0,315.0
2026-01-21 15:53:13,JP Morgan,Neutral,Neutral,main,Raises,312.0,290.0
2026-01-29 13:57:39,Evercore ISI Group,Outperform,Outperform,main,Raises,345.0,330.0
2026-01-29 15:12:24,Wedbush,Outperform,Outperform,main,Raises,340.0,325.0
2026-01-29 15:29:04,Stifel,Buy,Buy,main,Raises,340.0,325.0
2026-01-29 15:51:08,RBC Capital,Outperform,Outperform,main,Raises,361.0,350.0
2026-01-29 21:25:36,JP Morgan,Neutral,Neutral,main,Raises,317.0,312.0
2026-01-29 21:27:55,UBS,Sell,Sell,main,Raises,236.0,210.0
2026-01-29 21:29:56,Jefferies,Buy,Buy,main,Raises,370.0,360.0
2026-02-25 12:51:49,UBS,Neutral,Sell,up,Maintains,236.0,236.0
2026-02-25 13:33:27,Wedbush,Outperform,Outperform,reit,Maintains,340.0,340.0
2026-02-25 15:42:18,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,247.0,304.0
2026-03-18 15:30:24,JP Morgan,Neutral,Neutral,main,Lowers,283.0,317.0
2026-03-19 12:18:13,BMO Capital,Market Perform,Market Perform,main,Lowers,290.0,350.0
2026-04-08 14:36:36,Stifel,Buy,Buy,main,Lowers,290.0,340.0
2026-04-16 16:51:00,Oppenheimer,Outperform,Outperform,main,Lowers,320.0,380.0
2026-04-17 13:01:32,Wedbush,Outperform,Outperform,reit,Maintains,340.0,340.0
2026-04-17 13:39:33,RBC Capital,Outperform,Outperform,main,Lowers,330.0,361.0
2026-04-20 16:59:30,Jefferies,Buy,Buy,main,Lowers,320.0,370.0
2026-04-23 13:05:34,BMO Capital,Market Perform,Market Perform,main,Lowers,270.0,290.0
2026-04-23 13:16:51,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,225.0,215.0
2026-04-23 14:34:06,Evercore ISI Group,Outperform,Outperform,main,Lowers,310.0,345.0
2026-04-23 14:56:32,Wedbush,Outperform,Outperform,main,Lowers,320.0,340.0
2026-04-28 15:27:05,HSBC,Hold,Reduce,up,Raises,231.0,218.0
2026-05-06 12:50:55,Wedbush,Outperform,Outperform,reit,Maintains,320.0,320.0
2026-05-06 15:32:01,RBC Capital,Outperform,Outperform,main,Lowers,300.0,330.0
2026-05-29 13:48:58,Wedbush,Outperform,Outperform,reit,Maintains,320.0,320.0
2026-06-01 13:20:03,Barclays,Overweight,,init,Announces,350.0,0.0
2026-06-03 18:07:28,Citigroup,Buy,Buy,main,Raises,375.0,285.0
2026-06-23 11:50:11,JP Morgan,Overweight,Neutral,up,Raises,291.0,270.0
