gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2024-04-10 14:33:21,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-04-10 15:34:43,TD Cowen,Buy,Buy,main,Lowers,546.0,607.0
2024-04-17 12:17:16,Piper Sandler,Overweight,Overweight,main,Raises,571.0,566.0
2024-04-17 13:49:38,Barclays,Overweight,Overweight,main,Raises,560.0,534.0
2024-04-17 14:56:45,RBC Capital,Outperform,Outperform,main,Lowers,555.0,596.0
2024-04-17 17:22:07,Truist Securities,Buy,Buy,reit,Maintains,600.0,0.0
2024-04-19 09:11:20,Deutsche Bank,Buy,Buy,main,Raises,562.0,545.0
2024-05-30 10:10:55,Baird,Outperform,,init,Announces,597.0,0.0
2024-05-30 18:06:43,JP Morgan,Overweight,Overweight,main,Raises,559.0,546.0
2024-06-12 16:38:09,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-07-09 16:16:15,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-07-17 11:10:04,Morgan Stanley,Overweight,Overweight,main,Raises,615.0,595.0
2024-07-17 11:36:46,Baird,Outperform,Outperform,main,Raises,640.0,597.0
2024-07-17 12:00:20,Truist Securities,Buy,Buy,main,Raises,640.0,600.0
2024-07-17 12:48:56,Jefferies,Buy,Hold,up,Raises,647.0,481.0
2024-07-17 14:05:46,RBC Capital,Outperform,Outperform,main,Raises,615.0,555.0
2024-07-17 14:35:03,Wells Fargo,Overweight,Overweight,main,Raises,630.0,525.0
2024-07-17 14:37:03,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-07-17 15:51:19,Barclays,Overweight,Overweight,main,Raises,604.0,560.0
2024-07-17 16:56:51,TD Cowen,Buy,Buy,main,Raises,601.0,546.0
2024-07-17 17:40:28,Argus Research,Buy,Buy,main,Raises,600.0,570.0
2024-07-18 17:00:37,UBS,Buy,Buy,main,Raises,680.0,640.0
2024-07-23 16:48:01,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-08-19 15:43:08,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-09-10 15:37:11,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-09-16 17:02:55,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-09-20 15:02:59,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-10-01 15:33:02,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-10-11 16:10:53,Keybanc,Overweight,,init,Announces,675.0,0.0
2024-10-16 11:38:30,B of A Securities,Buy,Buy,main,Lowers,650.0,675.0
2024-10-16 11:57:53,Morgan Stanley,Overweight,Overweight,main,Lowers,610.0,615.0
2024-10-16 12:11:43,Keybanc,Overweight,Overweight,main,Lowers,650.0,675.0
2024-10-16 12:37:30,RBC Capital,Outperform,Outperform,main,Lowers,595.0,615.0
2024-10-16 14:44:45,Cantor Fitzgerald,Overweight,Overweight,main,Raises,644.0,591.0
2024-10-16 14:47:45,Truist Securities,Buy,Buy,reit,Lowers,625.0,640.0
2024-10-16 15:16:01,Stephens & Co.,Overweight,Overweight,main,Lowers,605.0,632.0
2024-10-16 15:53:42,UBS,Buy,Buy,main,Lowers,650.0,680.0
2024-10-18 15:13:01,TD Cowen,Buy,Buy,main,Raises,609.0,601.0
2024-10-22 16:35:56,Barclays,Overweight,Overweight,main,Lowers,603.0,604.0
2024-11-27 14:38:48,Barclays,Overweight,Overweight,main,Raises,655.0,603.0
2024-12-03 12:29:28,Deutsche Bank,Buy,Buy,main,Raises,625.0,595.0
2024-12-05 12:15:19,Stephens & Co.,Overweight,Overweight,main,Raises,675.0,605.0
2024-12-06 16:02:44,Oppenheimer,Outperform,Outperform,main,Raises,640.0,610.0
2025-01-02 11:52:00,Piper Sandler,Overweight,Overweight,main,Lowers,600.0,605.0
2025-01-06 14:09:23,Truist Securities,Buy,Buy,main,Lowers,610.0,625.0
2025-01-17 14:38:19,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,700.0,700.0
2025-01-17 15:41:49,Keybanc,Overweight,Overweight,reit,Maintains,650.0,650.0
2025-01-17 18:18:00,Barclays,Overweight,Overweight,main,Lowers,642.0,655.0
2025-01-28 13:51:44,Wells Fargo,Overweight,Overweight,main,Lowers,660.0,694.0
2025-04-08 18:22:17,Wells Fargo,Overweight,Overweight,main,Raises,677.0,660.0
2025-04-09 12:02:36,Mizuho,Outperform,Outperform,main,Raises,650.0,600.0
2025-04-11 13:18:04,Truist Securities,Buy,Buy,main,Raises,660.0,610.0
2025-04-21 05:28:28,B of A Securities,Buy,Buy,main,Lowers,560.0,700.0
2025-04-21 13:20:00,Oppenheimer,Outperform,Outperform,main,Lowers,600.0,640.0
2025-04-21 14:13:15,Raymond James,Strong Buy,Strong Buy,reit,Lowers,540.0,635.0
2025-04-21 15:05:24,Keybanc,Overweight,Overweight,main,Lowers,575.0,650.0
2025-04-21 15:12:08,Barclays,Overweight,Overweight,main,Lowers,560.0,642.0
2025-04-21 16:14:49,Truist Securities,Buy,Buy,main,Lowers,580.0,660.0
2025-04-21 18:15:32,Argus Research,Hold,Buy,down,,0.0,0.0
2025-04-22 13:19:55,Morgan Stanley,Overweight,Overweight,main,Lowers,563.0,664.0
2025-04-22 15:04:49,HSBC,Hold,Buy,down,Lowers,490.0,595.0
2025-04-23 17:24:44,RBC Capital,Outperform,Outperform,main,Lowers,525.0,655.0
2025-04-24 16:17:43,JP Morgan,Overweight,Overweight,main,Lowers,525.0,652.0
2025-04-24 21:44:35,Barclays,Overweight,Overweight,main,Lowers,513.0,560.0
2025-04-29 12:30:33,Baird,Outperform,Outperform,main,Lowers,510.0,640.0
2025-05-06 15:37:38,Mizuho,Outperform,Outperform,main,Lowers,515.0,650.0
2025-05-13 09:18:35,Piper Sandler,Overweight,Overweight,main,Maintains,552.0,552.0
2025-05-14 13:00:32,Keybanc,Overweight,Overweight,main,Lowers,450.0,575.0
2025-05-14 13:15:05,Baird,Outperform,Outperform,main,Lowers,356.0,510.0
2025-05-14 13:31:48,B of A Securities,Neutral,Buy,down,Lowers,350.0,560.0
2025-05-14 14:21:20,Morgan Stanley,Overweight,Overweight,main,Lowers,374.0,563.0
2025-05-14 14:28:05,Wells Fargo,Overweight,Overweight,main,Lowers,351.0,677.0
2025-05-14 14:35:44,Oppenheimer,Outperform,Outperform,main,Lowers,400.0,600.0
2025-05-14 17:52:11,Deutsche Bank,Buy,Buy,main,Lowers,362.0,521.0
2025-05-15 12:29:09,JP Morgan,Overweight,Overweight,main,Lowers,405.0,525.0
2025-05-15 12:58:50,Barclays,Overweight,Overweight,main,Lowers,362.0,513.0
2025-05-16 16:44:42,RBC Capital,Outperform,Outperform,main,Lowers,355.0,525.0
2025-05-16 17:58:42,Mizuho,Outperform,Outperform,main,Lowers,350.0,515.0
2025-05-19 13:52:41,Truist Securities,Buy,Buy,reit,Lowers,360.0,580.0
2025-05-19 17:37:38,TD Securities,Hold,Buy,down,Lowers,308.0,520.0
2025-05-20 16:16:25,Wolfe Research,Outperform,Outperform,main,Lowers,390.0,501.0
2025-05-21 11:23:53,HSBC,Reduce,Hold,down,Lowers,270.0,490.0
2025-06-02 13:13:53,Keybanc,Overweight,Overweight,main,Lowers,400.0,450.0
2025-06-02 14:32:52,Barclays,Overweight,Overweight,main,Lowers,350.0,362.0
2025-06-03 14:12:17,Piper Sandler,Overweight,Overweight,main,Lowers,353.0,552.0
2025-06-11 13:02:48,Baird,Neutral,Outperform,down,Lowers,312.0,356.0
2025-06-20 12:29:30,JP Morgan,Overweight,Overweight,main,Raises,418.0,405.0
2025-06-25 14:07:17,UBS,Buy,Buy,main,Lowers,385.0,400.0
2025-07-09 20:05:37,Barclays,Overweight,Overweight,main,Lowers,337.0,350.0
2025-07-13 12:06:30,Morgan Stanley,Overweight,Overweight,main,Lowers,342.0,374.0
2025-07-16 14:32:58,Truist Securities,Buy,Buy,main,Lowers,345.0,360.0
2025-07-25 14:04:43,Wells Fargo,Overweight,Overweight,main,Lowers,306.0,351.0
2025-07-29 17:40:32,B of A Securities,Neutral,Neutral,main,Lowers,300.0,350.0
2025-07-30 11:08:59,B of A Securities,Neutral,Neutral,main,Lowers,290.0,300.0
2025-07-30 12:42:16,Piper Sandler,Overweight,Overweight,main,Lowers,317.0,353.0
2025-07-30 13:24:26,Keybanc,Overweight,Overweight,main,Lowers,350.0,400.0
2025-07-30 13:44:00,Oppenheimer,Outperform,Outperform,main,Lowers,325.0,400.0
2025-07-30 14:46:42,RBC Capital,Outperform,Outperform,main,Lowers,286.0,355.0
2025-07-31 11:19:48,Baird,Underperform,Neutral,down,Lowers,198.0,312.0
2025-08-04 14:00:30,Wells Fargo,Overweight,Overweight,main,Lowers,267.0,306.0
2025-08-06 23:13:32,JP Morgan,Overweight,Overweight,main,Lowers,310.0,418.0
2025-08-07 15:35:42,Mizuho,Outperform,Outperform,main,Lowers,300.0,350.0
2025-08-18 12:43:21,B of A Securities,Neutral,Neutral,main,Raises,325.0,290.0
2025-08-20 15:08:47,Morgan Stanley,Overweight,Overweight,main,Lowers,325.0,342.0
2025-08-26 13:24:23,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,440.0,440.0
2025-09-04 14:49:47,Barclays,Overweight,Overweight,main,Raises,352.0,337.0
2025-09-05 15:24:44,Bernstein,Outperform,Outperform,main,Raises,379.0,337.0
2025-09-09 15:57:37,Truist Securities,Buy,Buy,main,Raises,365.0,310.0
2025-09-12 15:38:21,Morgan Stanley,Overweight,Overweight,main,Raises,395.0,325.0
2025-10-07 14:08:11,Wells Fargo,Overweight,Overweight,main,Raises,400.0,267.0
2025-10-08 13:20:09,Keybanc,Overweight,Overweight,main,Raises,400.0,350.0
2025-10-08 14:24:42,Bernstein,Outperform,Outperform,main,Raises,433.0,379.0
2025-10-08 17:45:41,B of A Securities,Neutral,Neutral,main,Raises,390.0,350.0
2025-10-09 12:25:07,Barclays,Overweight,Overweight,main,Raises,386.0,352.0
2025-10-09 13:04:34,Mizuho,Outperform,Outperform,main,Raises,430.0,300.0
2025-10-09 13:32:28,JP Morgan,Overweight,Overweight,main,Raises,425.0,310.0
2025-10-14 12:29:18,Goldman Sachs,Buy,,init,Announces,406.0,0.0
2025-10-17 19:13:50,Jefferies,Buy,Buy,main,Raises,409.0,317.0
2025-10-29 13:36:29,Piper Sandler,Overweight,Overweight,main,Lowers,417.0,423.0
2025-10-29 16:58:49,RBC Capital,Outperform,Outperform,main,Raises,408.0,286.0
2025-10-29 17:59:02,UBS,Buy,Buy,main,Raises,430.0,378.0
2025-10-30 17:16:53,Bernstein,Outperform,Outperform,main,Raises,440.0,433.0
2025-10-30 20:10:46,TD Cowen,Hold,Hold,main,Raises,338.0,335.0
2026-01-05 14:21:28,Barclays,Overweight,Overweight,main,Raises,391.0,386.0
2026-01-23 17:49:14,Morgan Stanley,Overweight,Overweight,main,Lowers,409.0,411.0
2026-01-28 15:56:14,UBS,Buy,Buy,main,Lowers,410.0,430.0
2026-01-28 16:42:51,Oppenheimer,Outperform,Outperform,main,Lowers,385.0,415.0
2026-01-28 16:45:20,RBC Capital,Outperform,Outperform,main,Lowers,361.0,408.0
2026-01-28 18:39:12,Leerink Partners,Outperform,Outperform,main,Lowers,345.0,410.0
2026-01-28 20:15:13,Jefferies,Buy,Buy,main,Lowers,340.0,418.0
2026-01-30 15:19:02,Wells Fargo,Overweight,Overweight,main,Lowers,370.0,400.0
2026-01-30 16:17:12,Barclays,Overweight,Overweight,main,Lowers,327.0,391.0
2026-02-02 13:08:18,JP Morgan,Overweight,Overweight,main,Lowers,389.0,425.0
2026-02-02 14:40:19,Truist Securities,Buy,Buy,main,Lowers,370.0,410.0
2026-02-05 11:58:28,Mizuho,Outperform,Outperform,main,Lowers,350.0,430.0
2026-04-01 14:14:03,Raymond James,Outperform,Market Perform,up,Announces,330.0,0.0
2026-04-07 13:59:15,Bernstein,Outperform,Outperform,main,Raises,411.0,405.0
2026-04-20 17:08:23,Jefferies,Buy,Buy,main,Raises,373.0,340.0
2026-04-22 12:26:45,Truist Securities,Buy,Buy,reit,Raises,395.0,370.0
2026-04-22 13:32:53,Barclays,Overweight,Overweight,main,Raises,373.0,327.0
2026-04-22 13:35:43,Baird,Underperform,Underperform,main,Raises,287.0,278.0
2026-04-22 14:24:47,Oppenheimer,Outperform,Outperform,main,Raises,405.0,385.0
2026-04-22 14:29:46,Leerink Partners,Outperform,Outperform,main,Raises,400.0,345.0
2026-04-22 14:35:40,RBC Capital,Outperform,Outperform,main,Raises,400.0,361.0
2026-04-22 14:52:46,Wells Fargo,Overweight,Overweight,main,Raises,397.0,370.0
2026-04-22 15:16:29,Argus Research,Buy,Hold,up,Announces,400.0,0.0
2026-04-22 15:32:17,Morgan Stanley,Overweight,Overweight,main,Raises,395.0,375.0
2026-04-23 16:57:57,TD Cowen,Hold,Hold,main,Raises,337.0,311.0
2026-04-28 18:16:27,JP Morgan,Overweight,Overweight,main,Raises,420.0,389.0
2026-05-20 13:12:08,Mizuho,Outperform,Outperform,main,Raises,440.0,410.0
2026-05-22 15:32:24,UBS,Buy,Buy,main,Raises,460.0,410.0
2026-05-26 19:45:30,Barclays,Overweight,Overweight,main,Raises,429.0,373.0
