gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2022-04-27 13:37:17,Deutsche Bank,Hold,,main,Lowers,164.0,167.0
2022-04-27 14:14:00,Barclays,Underweight,,main,Lowers,146.0,155.0
2022-04-28 11:45:09,Argus Research,Hold,Buy,down,,0.0,0.0
2022-06-08 13:29:28,Wolfe Research,Underperform,,main,Lowers,148.0,154.0
2022-06-16 13:24:03,Jefferies,Hold,,main,Lowers,145.0,161.0
2022-06-29 11:18:29,Wells Fargo,Equal-Weight,,main,Lowers,140.0,156.0
2022-07-08 10:44:56,Barclays,Underweight,,main,Lowers,143.0,146.0
2022-07-13 10:50:37,Wells Fargo,Equal-Weight,,main,Lowers,137.0,140.0
2022-07-13 12:39:32,Deutsche Bank,Hold,,main,Lowers,146.0,164.0
2022-07-15 12:55:54,Morgan Stanley,Underweight,,main,Lowers,126.0,138.0
2022-07-18 13:01:32,Mizuho,Neutral,,main,Lowers,130.0,170.0
2022-07-27 10:41:29,Citigroup,Neutral,,main,Raises,145.0,136.0
2022-07-27 11:15:46,Barclays,Underweight,,main,Lowers,137.0,143.0
2022-07-27 11:18:33,Mizuho,Neutral,,main,Raises,140.0,130.0
2022-07-27 11:20:43,Wells Fargo,Equal-Weight,,main,Raises,144.0,137.0
2022-07-27 12:19:49,Morgan Stanley,Underweight,,main,Raises,131.0,126.0
2022-07-27 12:53:23,Deutsche Bank,Hold,,main,Raises,148.0,146.0
2022-07-27 13:42:25,Credit Suisse,Neutral,,main,Raises,160.0,157.0
2022-08-25 13:27:34,Wolfe Research,Underperform,,main,Lowers,120.0,123.0
2022-08-29 13:20:34,Citigroup,Neutral,,main,Maintains,145.0,0.0
2022-08-29 13:25:53,Morgan Stanley,Underweight,,main,Maintains,131.0,0.0
2022-09-02 11:56:57,B of A Securities,Underperform,,main,Lowers,140.0,165.0
2022-09-08 11:25:29,Wells Fargo,Equal-Weight,,main,Lowers,125.0,144.0
2022-09-09 11:29:11,Deutsche Bank,Hold,,main,Lowers,127.0,155.0
2022-09-09 13:30:41,UBS,Neutral,Sell,up,Raises,126.0,118.0
2022-10-03 12:32:57,Barclays,Underweight,,main,Lowers,130.0,137.0
2022-10-10 13:22:47,Citigroup,Neutral,,main,Lowers,117.0,145.0
2022-10-11 12:54:25,Goldman Sachs,Neutral,,main,Lowers,129.0,149.0
2022-10-12 13:49:12,Morgan Stanley,Underweight,,main,Lowers,108.0,131.0
2022-10-13 13:14:46,Deutsche Bank,Hold,,main,Lowers,126.0,127.0
2022-10-26 12:03:00,Wells Fargo,Equal-Weight,,main,Lowers,122.0,125.0
2022-10-26 12:10:20,RBC Capital,Underperform,,main,Raises,113.0,107.0
2022-10-26 13:35:44,Deutsche Bank,Hold,,main,Raises,127.0,126.0
2022-10-26 13:44:10,Morgan Stanley,Underweight,,main,Raises,110.0,108.0
2022-10-26 13:56:59,Mizuho,Neutral,,main,Lowers,130.0,140.0
2022-10-26 14:20:26,Credit Suisse,Neutral,,main,Lowers,127.0,129.0
2022-12-09 17:32:24,Citigroup,Neutral,,main,Raises,126.0,117.0
2023-01-05 14:32:38,Wells Fargo,Equal-Weight,,main,Raises,123.0,122.0
2023-01-09 14:33:36,Deutsche Bank,Hold,,main,Lowers,120.0,127.0
2023-01-12 15:18:31,JP Morgan,Neutral,,main,Lowers,120.0,125.0
2023-01-19 12:21:12,Wells Fargo,Equal-Weight,,main,Raises,125.0,123.0
2023-01-23 14:23:46,Wolfe Research,Underperform,,main,Lowers,110.0,124.0
2023-01-25 11:34:19,Barclays,Underweight,,main,Lowers,122.0,130.0
2023-01-25 12:47:06,Wells Fargo,Equal-Weight,,main,Lowers,115.0,125.0
2023-01-25 14:24:22,Citigroup,Neutral,,main,Lowers,120.0,126.0
2023-01-25 14:30:27,Deutsche Bank,Hold,,main,Lowers,119.0,120.0
2023-01-25 15:11:49,UBS,Neutral,,main,Lowers,115.0,124.0
2023-01-25 15:14:41,JP Morgan,Neutral,,main,Lowers,105.0,120.0
2023-01-25 15:16:12,RBC Capital,Underperform,,main,Lowers,106.0,113.0
2023-01-26 12:20:15,Mizuho,Neutral,,main,Lowers,120.0,130.0
2023-01-27 14:54:56,Deutsche Bank,Hold,,main,Lowers,189.0,192.0
2023-03-22 10:09:42,Barclays,Underweight,,main,Lowers,105.0,122.0
2023-03-30 08:39:26,RBC Capital,Sector Perform,,main,Raises,148.0,143.0
2023-04-06 11:42:50,Barclays,Underweight,,main,Lowers,103.0,105.0
2023-04-13 12:41:01,Wells Fargo,Equal-Weight,,main,Lowers,110.0,115.0
2023-04-19 12:20:20,Morgan Stanley,Underweight,,main,Lowers,103.0,110.0
2023-04-26 12:33:37,Morgan Stanley,Underweight,,main,Lowers,102.0,103.0
2023-04-26 13:04:23,RBC Capital,Underperform,,main,Raises,95.0,89.0
2023-05-22 12:26:59,RBC Capital,Underperform,Underperform,reit,Maintains,95.0,0.0
2023-06-01 13:57:27,UBS,Neutral,Neutral,main,Lowers,95.0,115.0
2023-06-27 12:18:17,Morgan Stanley,Underweight,Underweight,main,Lowers,100.0,102.0
2023-07-10 14:42:53,Barclays,Underweight,Underweight,main,Lowers,93.0,103.0
2023-07-10 15:35:54,Wells Fargo,Equal-Weight,Equal-Weight,main,Lowers,100.0,110.0
2023-07-11 10:15:02,B of A Securities,Neutral,Underperform,up,Maintains,110.0,0.0
2023-07-11 14:29:34,Citigroup,Neutral,Neutral,main,Lowers,100.0,120.0
2023-07-11 15:24:44,DA Davidson,Buy,,main,Raises,159.0,138.0
2023-07-14 14:46:50,Morgan Stanley,Underweight,Underweight,reit,Maintains,100.0,100.0
2023-07-26 13:50:11,RBC Capital,Underperform,Underperform,main,Raises,100.0,95.0
2023-07-26 14:15:49,Citigroup,Neutral,Neutral,main,Raises,111.0,100.0
2023-07-26 14:37:42,Morgan Stanley,Underweight,Underweight,main,Raises,102.0,100.0
2023-08-29 09:04:46,Wolfe Research,Peer Perform,Underperform,up,,0.0,0.0
2023-08-29 13:40:56,Mizuho,Neutral,Neutral,reit,Maintains,120.0,0.0
2023-08-31 09:20:26,Morgan Stanley,Equal-Weight,Underweight,up,Raises,113.0,102.0
2023-09-15 09:55:00,HSBC,Hold,,init,Announces,109.0,0.0
2023-10-09 16:07:43,Citigroup,Neutral,Neutral,main,Lowers,95.0,111.0
2023-10-25 14:39:47,Barclays,Underweight,Underweight,main,Raises,98.0,96.0
2023-10-25 15:29:34,Citigroup,Neutral,Neutral,main,Raises,97.0,95.0
2023-10-25 16:08:35,RBC Capital,Underperform,Underperform,main,Lowers,83.0,85.0
2023-10-25 16:20:08,JP Morgan,Neutral,Neutral,main,Raises,105.0,104.0
